event_message,metadata,timestamp
GET | 200 | 54.179.255.209 | 9d62a4bddfb15f41 | https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/health | @supabase-infra/mgmt-api/b79c70c,"[{""load_balancer_experimental_routing"":null,""load_balancer_geo_aware_info"":[],""load_balancer_redirect_identifier"":null,""logflare_worker"":[{""worker_id"":""MZM0B6""}],""request"":[{""cf"":[{""asOrganization"":""Amazon Technologies Inc."",""asn"":16509,""botManagement"":[{""corporateProxy"":false,""detectionIds"":[158359277],""ja3Hash"":""d67b094811e5145139d7cea5f014309f"",""ja4"":""t13d5212h1_b262b3658495_8e6e362c5eac"",""ja4Signals"":[{""browser_ratio_1h"":0.04950175434351,""cache_ratio_1h"":0.16297832131386,""h2h3_ratio_1h"":0.0049606929533184,""heuristic_ratio_1h"":0,""ips_quantile_1h"":0.9997279047966,""ips_rank_1h"":168,""paths_rank_1h"":118,""reqs_quantile_1h"":0.99985098838806,""reqs_rank_1h"":92,""uas_rank_1h"":171}],""jsDetection"":[{""passed"":false}],""score"":1,""staticResource"":false,""verifiedBot"":false}],""city"":""Singapore"",""clientAcceptEncoding"":""gzip, deflate, br"",""clientTcpRtt"":1,""clientTrustScore"":1,""colo"":""SIN"",""continent"":""AS"",""country"":""SG"",""edgeRequestKeepAliveStatus"":1,""httpProtocol"":""HTTP/1.1"",""isEUCountry"":null,""latitude"":""1.28967"",""longitude"":""103.85007"",""metroCode"":null,""postalCode"":""018989"",""region"":null,""regionCode"":null,""requestPriority"":null,""timezone"":""Asia/Singapore"",""tlsCipher"":""AEAD-AES256-GCM-SHA384"",""tlsClientAuth"":[{""certPresented"":""0"",""certRevoked"":""0"",""certVerified"":""NONE""}],""tlsClientCiphersSha1"":""kXrN3VEKDdzz2cPKTQaKzpxVTxQ="",""tlsClientExtensionsSha1"":""1eY97BUYYO8vDaTfHQywB1pcNdM="",""tlsClientExtensionsSha1Le"":""u4wtEMFQBY18l3BzHAvORm+KGRw="",""tlsClientHelloLength"":""1615"",""tlsClientRandom"":""R7RGaGnd4ZH7fV2V0DQRjqEgXcpD3ZZ+jwer1G4THTA="",""tlsExportedAuthenticator"":[{""clientFinished"":""ed1a9b9a806de8f71fcf7b06e16ee7a1d26842e23887bdfbbdfd8c2d6750a7a6d57befcf4acebc36435b8fb27db53b3d"",""clientHandshake"":""501ce2604fee7ced9152a2c3744ffbf675178b6a8264ebf4bc46b35bbbe34e359e3a74ba823bfce41e8f449cf2d2760d"",""serverFinished"":""ad1b33c8ead006f995fc19ca9cca6e54acbe9545499d7804bce16b694883d153498ce171e62aa0a9b761cd199cc20e83"",""serverHandshake"":""094138710465c657749e29804b01fbc734e41a8e3a842417d12e9e79997e19eb17c004efc3ff6f6bdc497a3480a68426""}],""tlsVersion"":""TLSv1.3"",""verifiedBotCategory"":null}],""headers"":[{""accept"":""application/json"",""cf_cache_status"":null,""cf_connecting_ip"":""54.179.255.209"",""cf_ipcountry"":""SG"",""cf_ray"":""9d62a4bddfb15f41"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":""application/json"",""date"":null,""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""prefer"":null,""range"":null,""referer"":null,""sb_gateway_mode"":null,""sb_gateway_version"":null,""user_agent"":""@supabase-infra/mgmt-api/b79c70c"",""x_client_info"":null,""x_forwarded_for"":null,""x_forwarded_host"":null,""x_forwarded_proto"":""https"",""x_forwarded_user_agent"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_real_ip"":""54.179.255.209""}],""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""method"":""GET"",""path"":""/auth/v1/health"",""port"":null,""protocol"":""https:"",""sb"":[{""apikey"":[{""apikey"":[{""error"":""invalid"",""hash"":null,""prefix"":""sb_temp_LK""}],""authorization"":[]}],""auth_user"":null,""jwt"":[]}],""search"":null,""url"":""https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/health""}],""response"":[{""headers"":[{""cf_cache_status"":""DYNAMIC"",""cf_ray"":""9d62a4bef4615f41-SIN"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":""application/json"",""date"":""Mon, 02 Mar 2026 19:00:18 GMT"",""proxy_status"":null,""sb_gateway_mode"":null,""sb_gateway_version"":""1"",""sb_request_id"":""019cafec-32b3-7837-b38d-08a4920efb78"",""transfer_encoding"":""chunked"",""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_sb_error_code"":null}],""origin_time"":362,""status_code"":200}]}]",2026-03-02T19:00:18.227000
HEAD | 200 | 54.179.255.209 | 9d62a4bdded6a12f | https://dkeaisvxqybgpmfbukjy.supabase.co/rest-admin/v1/ready | @supabase-infra/mgmt-api/b79c70c,"[{""load_balancer_experimental_routing"":null,""load_balancer_geo_aware_info"":[],""load_balancer_redirect_identifier"":null,""logflare_worker"":[{""worker_id"":""M76GHT""}],""request"":[{""cf"":[{""asOrganization"":""Amazon Technologies Inc."",""asn"":16509,""botManagement"":[{""corporateProxy"":false,""detectionIds"":[158359277],""ja3Hash"":""d67b094811e5145139d7cea5f014309f"",""ja4"":""t13d5212h1_b262b3658495_8e6e362c5eac"",""ja4Signals"":[{""browser_ratio_1h"":0.04950175434351,""cache_ratio_1h"":0.16297832131386,""h2h3_ratio_1h"":0.0049606929533184,""heuristic_ratio_1h"":0,""ips_quantile_1h"":0.9997279047966,""ips_rank_1h"":168,""paths_rank_1h"":118,""reqs_quantile_1h"":0.99985098838806,""reqs_rank_1h"":92,""uas_rank_1h"":171}],""jsDetection"":[{""passed"":false}],""score"":1,""staticResource"":false,""verifiedBot"":false}],""city"":""Singapore"",""clientAcceptEncoding"":""gzip, deflate, br"",""clientTcpRtt"":2,""clientTrustScore"":1,""colo"":""SIN"",""continent"":""AS"",""country"":""SG"",""edgeRequestKeepAliveStatus"":1,""httpProtocol"":""HTTP/1.1"",""isEUCountry"":null,""latitude"":""1.28967"",""longitude"":""103.85007"",""metroCode"":null,""postalCode"":""018989"",""region"":null,""regionCode"":null,""requestPriority"":null,""timezone"":""Asia/Singapore"",""tlsCipher"":""AEAD-AES256-GCM-SHA384"",""tlsClientAuth"":[{""certPresented"":""0"",""certRevoked"":""0"",""certVerified"":""NONE""}],""tlsClientCiphersSha1"":""kXrN3VEKDdzz2cPKTQaKzpxVTxQ="",""tlsClientExtensionsSha1"":""1eY97BUYYO8vDaTfHQywB1pcNdM="",""tlsClientExtensionsSha1Le"":""u4wtEMFQBY18l3BzHAvORm+KGRw="",""tlsClientHelloLength"":""1615"",""tlsClientRandom"":""WG7O7Xuqlt/+Zvy7BDeQHphpNMSIlfeYcqEQ55Ccj0Y="",""tlsExportedAuthenticator"":[{""clientFinished"":""45a35feb9d661d9d1edf32f671975148d76898dfa1b10ed17a77513032d4933938bdd1ae2bf9dfa795005845803a5524"",""clientHandshake"":""08bf747745fd6053bd621153237e2891fcf209c7fdb838f189e44c3b7c1a93758db081ebf9973225efde2a989ec69093"",""serverFinished"":""4c300ac33d43de747b538056e230c2e1bdf7517ed17256d97782eba91e14e2a269dea90b3d4da39ff32fa63f1997806b"",""serverHandshake"":""cba683843d19aaa11ca42fb6a8fd1a406c05112164d68527320db6d2060ef322337a004fe379a7143a89cb116a5306b4""}],""tlsVersion"":""TLSv1.3"",""verifiedBotCategory"":null}],""headers"":[{""accept"":""application/json"",""cf_cache_status"":null,""cf_connecting_ip"":""54.179.255.209"",""cf_ipcountry"":""SG"",""cf_ray"":""9d62a4bdded6a12f"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":""application/json"",""date"":null,""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""prefer"":null,""range"":null,""referer"":null,""sb_gateway_mode"":null,""sb_gateway_version"":null,""user_agent"":""@supabase-infra/mgmt-api/b79c70c"",""x_client_info"":null,""x_forwarded_for"":null,""x_forwarded_host"":null,""x_forwarded_proto"":""https"",""x_forwarded_user_agent"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_real_ip"":""54.179.255.209""}],""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""method"":""HEAD"",""path"":""/rest-admin/v1/ready"",""port"":null,""protocol"":""https:"",""sb"":[{""apikey"":[{""apikey"":[{""error"":""invalid"",""hash"":null,""prefix"":""sb_temp_LK""}],""authorization"":[]}],""auth_user"":null,""jwt"":[]}],""search"":null,""url"":""https://dkeaisvxqybgpmfbukjy.supabase.co/rest-admin/v1/ready""}],""response"":[{""headers"":[{""cf_cache_status"":""DYNAMIC"",""cf_ray"":""9d62a4bef101a12f-SIN"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":null,""date"":""Mon, 02 Mar 2026 19:00:18 GMT"",""proxy_status"":null,""sb_gateway_mode"":null,""sb_gateway_version"":""1"",""sb_request_id"":""019cafec-32b1-7a12-9b0c-13e80f90c8ff"",""transfer_encoding"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_sb_error_code"":null}],""origin_time"":426,""status_code"":200}]}]",2026-03-02T19:00:18.225000
GET | 200 | 52.66.233.138 | 9d62a450ba0e1397 | https://dkeaisvxqybgpmfbukjy.supabase.co/rest/v1/reminders?select=*&next_reminder_at=lte.2026-03-02T19%3A00%3A00.768Z&email_sent=eq.false&limit=50 | Deno/2.1.4 (variant; SupabaseEdgeRuntime/1.70.5),"[{""load_balancer_experimental_routing"":null,""load_balancer_geo_aware_info"":[],""load_balancer_redirect_identifier"":null,""logflare_worker"":[{""worker_id"":""YCSE14""}],""request"":[{""cf"":[{""asOrganization"":""Amazon Data Services India"",""asn"":16509,""botManagement"":[{""corporateProxy"":false,""detectionIds"":[],""ja3Hash"":""0f9b466165af27c4a860d8a0a827b4cf"",""ja4"":""t13d1011h2_61a7ad8aa9b6_3fcd1a44f3e3"",""ja4Signals"":[{""browser_ratio_1h"":0.012010010890663,""cache_ratio_1h"":0.044722758233547,""h2h3_ratio_1h"":0.99070584774017,""heuristic_ratio_1h"":0.42529699206352,""ips_quantile_1h"":0.99970036745071,""ips_rank_1h"":185,""paths_rank_1h"":25,""reqs_quantile_1h"":0.99992227554321,""reqs_rank_1h"":48,""uas_rank_1h"":166}],""jsDetection"":[{""passed"":false}],""score"":4,""staticResource"":false,""verifiedBot"":false}],""city"":""Mumbai"",""clientAcceptEncoding"":""gzip, br"",""clientTcpRtt"":1,""clientTrustScore"":4,""colo"":""BOM"",""continent"":""AS"",""country"":""IN"",""edgeRequestKeepAliveStatus"":1,""httpProtocol"":""HTTP/2"",""isEUCountry"":null,""latitude"":""19.07283"",""longitude"":""72.88261"",""metroCode"":null,""postalCode"":""400017"",""region"":""Maharashtra"",""regionCode"":""MH"",""requestPriority"":""weight=16;exclusive=0;group=0;group-weight=0"",""timezone"":""Asia/Kolkata"",""tlsCipher"":""AEAD-AES256-GCM-SHA384"",""tlsClientAuth"":[{""certPresented"":""0"",""certRevoked"":""0"",""certVerified"":""NONE""}],""tlsClientCiphersSha1"":""WUS9+h7TjVkF9aEouGuCEMjGQGA="",""tlsClientExtensionsSha1"":""gS+Fbh63uoRlSwVIrT7JZs5dbLE="",""tlsClientExtensionsSha1Le"":""C+zMm9sX5WMlIt0KybH6uuwwk4Q="",""tlsClientHelloLength"":""268"",""tlsClientRandom"":""dwDiHJAMjyY/IIo5+5XVP+2ITY4fUdbfOz9hx2JMIqY="",""tlsExportedAuthenticator"":[{""clientFinished"":""e2520481f2ee5740d4f8a479f0045500d0cbef01418a5741ffc5fb53a08318ade0f3f638f6ffa978da1621a8d790489c"",""clientHandshake"":""d0eb4de911e70019fbc33b4ade7ca9f4f7407ce84270d8838f1c80f712760289716377bbb71fb08a249024b451681e9b"",""serverFinished"":""d88a8e66047792f9ab0839f5f17d9f3001b840bc4bdd5bccd941fb1c304c08a3b6baa4ccf3f974e9019bc86226da1d28"",""serverHandshake"":""8529fc749efb6120c20dcff27f3bd16234ca3d8108fc8e27d045b9ef430b9952c7aded73fb5baf75a287c4192f41a777""}],""tlsVersion"":""TLSv1.3"",""verifiedBotCategory"":null}],""headers"":[{""accept"":""*/*"",""cf_cache_status"":null,""cf_connecting_ip"":""52.66.233.138"",""cf_ipcountry"":""IN"",""cf_ray"":""9d62a450ba0e1397"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":null,""date"":null,""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""prefer"":null,""range"":null,""referer"":null,""sb_gateway_mode"":null,""sb_gateway_version"":null,""user_agent"":""Deno/2.1.4 (variant; SupabaseEdgeRuntime/1.70.5)"",""x_client_info"":""supabase-js-deno/2.98.0"",""x_forwarded_for"":null,""x_forwarded_host"":null,""x_forwarded_proto"":""https"",""x_forwarded_user_agent"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_real_ip"":""52.66.233.138""}],""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""method"":""GET"",""path"":""/rest/v1/reminders"",""port"":null,""protocol"":""https:"",""sb"":[{""apikey"":[{""apikey"":[{""error"":null,""hash"":""qBYKXG3p7DP3V7MJWpC1Ozq0ZY4LMb8GOIf_EgW9yqI"",""prefix"":""sb_secret_9oll7""}],""authorization"":[{""error"":null,""hash"":""qBYKXG3p7DP3V7MJWpC1Ozq0ZY4LMb8GOIf_EgW9yqI"",""prefix"":""sb_secret_9oll7""}]}],""auth_user"":null,""jwt"":[]}],""search"":""?select=*&next_reminder_at=lte.2026-03-02T19%3A00%3A00.768Z&email_sent=eq.false&limit=50"",""url"":""https://dkeaisvxqybgpmfbukjy.supabase.co/rest/v1/reminders?select=*&next_reminder_at=lte.2026-03-02T19%3A00%3A00.768Z&email_sent=eq.false&limit=50""}],""response"":[{""headers"":[{""cf_cache_status"":""DYNAMIC"",""cf_ray"":""9d62a452e54d1397-BOM"",""content_length"":""2"",""content_location"":""/reminders?email_sent=eq.false&limit=50&next_reminder_at=lte.2026-03-02T19%3A00%3A00.768Z&select=%2A"",""content_range"":""*/*"",""content_type"":""application/json; charset=utf-8"",""date"":""Mon, 02 Mar 2026 19:00:01 GMT"",""proxy_status"":null,""sb_gateway_mode"":null,""sb_gateway_version"":""1"",""sb_request_id"":""019cafeb-eea5-7015-a9d4-39ebfa076a01"",""transfer_encoding"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_sb_error_code"":null}],""origin_time"":424,""status_code"":200}]}]",2026-03-02T19:00:00.805000
GET | 200 | 13.205.17.34 | 9d62a3e1a984c03d | https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/user | Vercel Edge Functions,"[{""load_balancer_experimental_routing"":null,""load_balancer_geo_aware_info"":[],""load_balancer_redirect_identifier"":null,""logflare_worker"":[{""worker_id"":""FWWHHX""}],""request"":[{""cf"":[{""asOrganization"":""Amazon Technologies Inc."",""asn"":16509,""botManagement"":[{""corporateProxy"":false,""detectionIds"":[],""ja3Hash"":""4a228e363d473f3fb66a05d65eee612a"",""ja4"":""t13d5311h1_ed6c8d7875f9_518fb456ca59"",""ja4Signals"":[{""browser_ratio_1h"":0.018009601160884,""cache_ratio_1h"":0.11277287453413,""h2h3_ratio_1h"":0.000020417171981535,""heuristic_ratio_1h"":0.0066802781075239,""ips_quantile_1h"":0.99958699941635,""ips_rank_1h"":255,""paths_rank_1h"":166,""reqs_quantile_1h"":0.99975383281708,""reqs_rank_1h"":152,""uas_rank_1h"":269}],""jsDetection"":[{""passed"":false}],""score"":4,""staticResource"":false,""verifiedBot"":false}],""city"":""Mumbai"",""clientAcceptEncoding"":""gzip, deflate, br"",""clientTcpRtt"":2,""clientTrustScore"":4,""colo"":""BOM"",""continent"":""AS"",""country"":""IN"",""edgeRequestKeepAliveStatus"":1,""httpProtocol"":""HTTP/1.1"",""isEUCountry"":null,""latitude"":""19.07283"",""longitude"":""72.88261"",""metroCode"":null,""postalCode"":""400017"",""region"":""Maharashtra"",""regionCode"":""MH"",""requestPriority"":null,""timezone"":""Asia/Kolkata"",""tlsCipher"":""AEAD-AES256-GCM-SHA384"",""tlsClientAuth"":[{""certPresented"":""0"",""certRevoked"":""0"",""certVerified"":""NONE""}],""tlsClientCiphersSha1"":""tm1g/wTJQf1exw5qqTkJYxb5TZE="",""tlsClientExtensionsSha1"":""Y7DIC8A6G0/aXviZ8ie/xDbJb7g="",""tlsClientExtensionsSha1Le"":""6e+q3vPm88rSgMTN/h7WTTxQ2wQ="",""tlsClientHelloLength"":""390"",""tlsClientRandom"":""wZc9+3XSmUph4bCI3/JzFq1/0xug0fm/QESGSsaZaoo="",""tlsExportedAuthenticator"":[{""clientFinished"":""e0dd4f0377bc8cc11a0e7c777767f5bb2673a663902f3ae3a21ea30bc8dd7194a60bd6ba49821a752423edbb3b40c04f"",""clientHandshake"":""d08b9d21e96350da7e4cbf2ac99c51602125e7eb17aa3e61ad9ed50c9ac71945ab38f3cdd7cd0c9e937fa19742b8760a"",""serverFinished"":""8e6e2d089f1b48f5533002e64e0e64b77bbddfd2ef7513b1d604d05d436c9edaf59cdec76f697ae82066d0920e3a649e"",""serverHandshake"":""6108b95a86049bc1ed0e2e89107c72e2d56f92f973daece1bf7a40a443afce9c40d2c6b37f55f4d05418c88ca493c140""}],""tlsVersion"":""TLSv1.3"",""verifiedBotCategory"":null}],""headers"":[{""accept"":""*/*"",""cf_cache_status"":null,""cf_connecting_ip"":""13.205.17.34"",""cf_ipcountry"":""IN"",""cf_ray"":""9d62a3e1a984c03d"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":null,""date"":null,""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""prefer"":null,""range"":null,""referer"":null,""sb_gateway_mode"":null,""sb_gateway_version"":null,""user_agent"":""Vercel Edge Functions"",""x_client_info"":""supabase-ssr/0.8.0 createServerClient"",""x_forwarded_for"":null,""x_forwarded_host"":null,""x_forwarded_proto"":""https"",""x_forwarded_user_agent"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_real_ip"":""13.205.17.34""}],""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""method"":""GET"",""path"":""/auth/v1/user"",""port"":null,""protocol"":""https:"",""sb"":[{""apikey"":[],""auth_user"":""e17949bf-3816-434c-ae1d-926c8154e146"",""jwt"":[{""apikey"":[{""invalid"":null,""payload"":[{""algorithm"":""HS256"",""expires_at"":2087326493,""issuer"":""supabase"",""role"":""anon"",""signature_prefix"":""o5JgkZ"",""subject"":null}]}],""authorization"":[{""invalid"":null,""payload"":[{""algorithm"":""ES256"",""expires_at"":1772481449,""issuer"":""https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1"",""key_id"":""f579b182-5c15-47d4-96d6-d5b9f4ef3203"",""role"":""authenticated"",""session_id"":""43c738a7-977f-48fb-9049-4ad3fae2ba8e"",""signature_prefix"":""QXQSYy"",""subject"":""e17949bf-3816-434c-ae1d-926c8154e146""}]}]}]}],""search"":null,""url"":""https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/user""}],""response"":[{""headers"":[{""cf_cache_status"":""DYNAMIC"",""cf_ray"":""9d62a3e1b0e0c03d-BOM"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":""application/json"",""date"":""Mon, 02 Mar 2026 18:59:43 GMT"",""proxy_status"":null,""sb_gateway_mode"":null,""sb_gateway_version"":""1"",""sb_request_id"":""019cafeb-a910-7082-801f-d88e003a5e81"",""transfer_encoding"":""chunked"",""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_sb_error_code"":null}],""origin_time"":11,""status_code"":200}]}]",2026-03-02T18:59:42.992000
GET | 200 | 15.207.119.37 | 9d62a3e19aa76ec8 | https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/user | Vercel Edge Functions,"[{""load_balancer_experimental_routing"":null,""load_balancer_geo_aware_info"":[],""load_balancer_redirect_identifier"":null,""logflare_worker"":[{""worker_id"":""623U5K""}],""request"":[{""cf"":[{""asOrganization"":""Amazon Data Services India"",""asn"":16509,""botManagement"":[{""corporateProxy"":false,""detectionIds"":[],""ja3Hash"":""4a228e363d473f3fb66a05d65eee612a"",""ja4"":""t13d5311h1_ed6c8d7875f9_518fb456ca59"",""ja4Signals"":[{""browser_ratio_1h"":0.018009601160884,""cache_ratio_1h"":0.11277287453413,""h2h3_ratio_1h"":0.000020417171981535,""heuristic_ratio_1h"":0.0066802781075239,""ips_quantile_1h"":0.99958699941635,""ips_rank_1h"":255,""paths_rank_1h"":166,""reqs_quantile_1h"":0.99975383281708,""reqs_rank_1h"":152,""uas_rank_1h"":269}],""jsDetection"":[{""passed"":false}],""score"":34,""staticResource"":false,""verifiedBot"":false}],""city"":""Mumbai"",""clientAcceptEncoding"":""gzip, deflate, br"",""clientTcpRtt"":1,""clientTrustScore"":34,""colo"":""BOM"",""continent"":""AS"",""country"":""IN"",""edgeRequestKeepAliveStatus"":1,""httpProtocol"":""HTTP/1.1"",""isEUCountry"":null,""latitude"":""19.07283"",""longitude"":""72.88261"",""metroCode"":null,""postalCode"":""400017"",""region"":""Maharashtra"",""regionCode"":""MH"",""requestPriority"":null,""timezone"":""Asia/Kolkata"",""tlsCipher"":""AEAD-AES256-GCM-SHA384"",""tlsClientAuth"":[{""certPresented"":""0"",""certRevoked"":""0"",""certVerified"":""NONE""}],""tlsClientCiphersSha1"":""tm1g/wTJQf1exw5qqTkJYxb5TZE="",""tlsClientExtensionsSha1"":""Y7DIC8A6G0/aXviZ8ie/xDbJb7g="",""tlsClientExtensionsSha1Le"":""6e+q3vPm88rSgMTN/h7WTTxQ2wQ="",""tlsClientHelloLength"":""390"",""tlsClientRandom"":""1BUZlr/DcCwxIJzNbrFKasxRzvG+PtjOthDsnxjKt/Q="",""tlsExportedAuthenticator"":[{""clientFinished"":""2fa7b662f2b7a9e8f835311bd66d6f078498d4da081ee17243db4123bef0c2bde80b4968ed9f624d88f7e5fd3c768dad"",""clientHandshake"":""f117fa47c967b0d367386950a17cb9d3221b5b3f9e98b14892ab0fe6f44f81ff40bbc64ee417fbc61342bac00f4cd887"",""serverFinished"":""667667d27de0b02ac5c6c4b240cc80cceb9a8a8926a8d053fb061343a925b6db0179f2e5c0c0d51c220065708a02c2fc"",""serverHandshake"":""61a72488adbfafb4c4352be963c1d17dba14944b68ddb0c6d27ce60902ff955998189f1c343cf789673a5bf347770e24""}],""tlsVersion"":""TLSv1.3"",""verifiedBotCategory"":null}],""headers"":[{""accept"":""*/*"",""cf_cache_status"":null,""cf_connecting_ip"":""15.207.119.37"",""cf_ipcountry"":""IN"",""cf_ray"":""9d62a3e19aa76ec8"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":null,""date"":null,""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""prefer"":null,""range"":null,""referer"":null,""sb_gateway_mode"":null,""sb_gateway_version"":null,""user_agent"":""Vercel Edge Functions"",""x_client_info"":""supabase-ssr/0.8.0 createServerClient"",""x_forwarded_for"":null,""x_forwarded_host"":null,""x_forwarded_proto"":""https"",""x_forwarded_user_agent"":null,""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_real_ip"":""15.207.119.37""}],""host"":""dkeaisvxqybgpmfbukjy.supabase.co"",""method"":""GET"",""path"":""/auth/v1/user"",""port"":null,""protocol"":""https:"",""sb"":[{""apikey"":[],""auth_user"":""e17949bf-3816-434c-ae1d-926c8154e146"",""jwt"":[{""apikey"":[{""invalid"":null,""payload"":[{""algorithm"":""HS256"",""expires_at"":2087326493,""issuer"":""supabase"",""role"":""anon"",""signature_prefix"":""o5JgkZ"",""subject"":null}]}],""authorization"":[{""invalid"":null,""payload"":[{""algorithm"":""ES256"",""expires_at"":1772481449,""issuer"":""https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1"",""key_id"":""f579b182-5c15-47d4-96d6-d5b9f4ef3203"",""role"":""authenticated"",""session_id"":""43c738a7-977f-48fb-9049-4ad3fae2ba8e"",""signature_prefix"":""QXQSYy"",""subject"":""e17949bf-3816-434c-ae1d-926c8154e146""}]}]}]}],""search"":null,""url"":""https://dkeaisvxqybgpmfbukjy.supabase.co/auth/v1/user""}],""response"":[{""headers"":[{""cf_cache_status"":""DYNAMIC"",""cf_ray"":""9d62a3e1a07f6ec8-BOM"",""content_length"":null,""content_location"":null,""content_range"":null,""content_type"":""application/json"",""date"":""Mon, 02 Mar 2026 18:59:42 GMT"",""proxy_status"":null,""sb_gateway_mode"":null,""sb_gateway_version"":""1"",""sb_request_id"":""019cafeb-a906-798b-bade-0cc785a9ff07"",""transfer_encoding"":""chunked"",""x_kong_proxy_latency"":null,""x_kong_upstream_latency"":null,""x_sb_error_code"":null}],""origin_time"":14,""status_code"":200}]}]",2026-03-02T18:59:42.982000
